"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Prod_Merc_Positions_Long_All","Prod_Merc_Positions_Short_All","Swap_Positions_Long_All","Swap__Positions_Short_All","Swap__Positions_Spread_All","M_Money_Positions_Long_All","M_Money_Positions_Short_All","M_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Open_Interest_Old","Prod_Merc_Positions_Long_Old","Prod_Merc_Positions_Short_Old","Swap_Positions_Long_Old","Swap__Positions_Short_Old","Swap__Positions_Spread_Old","M_Money_Positions_Long_Old","M_Money_Positions_Short_Old","M_Money_Positions_Spread_Old","Other_Rept_Positions_Long_Old","Other_Rept_Positions_Short_Old","Other_Rept_Positions_Spread_Old","Tot_Rept_Positions_Long_Old","Tot_Rept_Positions_Short_Old","NonRept_Positions_Long_Old","NonRept_Positions_Short_Old","Open_Interest_Other","Prod_Merc_Positions_Long_Other","Prod_Merc_Positions_Short_Other","Swap_Positions_Long_Other","Swap__Positions_Short_Other","Swap__Positions_Spread_Other","M_Money_Positions_Long_Other","M_Money_Positions_Short_Other","M_Money_Positions_Spread_Other","Other_Rept_Positions_Long_Other","Other_Rept_Positions_Short_Other","Other_Rept_Positions_Spread_Other","Tot_Rept_Positions_Long_Other","Tot_Rept_Positions_Short_Other","NonRept_Positions_Long_Other","NonRept_Positions_Short_Other","Change_in_Open_Interest_All","Change_in_Prod_Merc_Long_All","Change_in_Prod_Merc_Short_All","Change_in_Swap_Long_All","Change_in_Swap_Short_All","Change_in_Swap_Spread_All","Change_in_M_Money_Long_All","Change_in_M_Money_Short_All","Change_in_M_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Prod_Merc_Long_All","Pct_of_OI_Prod_Merc_Short_All","Pct_of_OI_Swap_Long_All","Pct_of_OI_Swap_Short_All","Pct_of_OI_Swap_Spread_All","Pct_of_OI_M_Money_Long_All","Pct_of_OI_M_Money_Short_All","Pct_of_OI_M_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Pct_of_Open_Interest_Old","Pct_of_OI_Prod_Merc_Long_Old","Pct_of_OI_Prod_Merc_Short_Old","Pct_of_OI_Swap_Long_Old","Pct_of_OI_Swap_Short_Old","Pct_of_OI_Swap_Spread_Old","Pct_of_OI_M_Money_Long_Old","Pct_of_OI_M_Money_Short_Old","Pct_of_OI_M_Money_Spread_Old","Pct_of_OI_Other_Rept_Long_Old","Pct_of_OI_Other_Rept_Short_Old","Pct_of_OI_Other_Rept_Spread_Old","Pct_of_OI_Tot_Rept_Long_Old","Pct_of_OI_Tot_Rept_Short_Old","Pct_of_OI_NonRept_Long_Old","Pct_of_OI_NonRept_Short_Old","Pct_of_Open_Interest_Other","Pct_of_OI_Prod_Merc_Long_Other","Pct_of_OI_Prod_Merc_Short_Other","Pct_of_OI_Swap_Long_Other","Pct_of_OI_Swap_Short_Other","Pct_of_OI_Swap_Spread_Other","Pct_of_OI_M_Money_Long_Other","Pct_of_OI_M_Money_Short_Other","Pct_of_OI_M_Money_Spread_Other","Pct_of_OI_Other_Rept_Long_Other","Pct_of_OI_Other_Rept_Short_Other","Pct_of_OI_Other_Rept_Spread_Other","Pct_of_OI_Tot_Rept_Long_Other","Pct_of_OI_Tot_Rept_Short_Other","Pct_of_OI_NonRept_Long_Other","Pct_of_OI_NonRept_Short_Other","Traders_Tot_All","Traders_Prod_Merc_Long_All","Traders_Prod_Merc_Short_All","Traders_Swap_Long_All","Traders_Swap_Short_All","Traders_Swap_Spread_All","Traders_M_Money_Long_All","Traders_M_Money_Short_All","Traders_M_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Traders_Tot_Old","Traders_Prod_Merc_Long_Old","Traders_Prod_Merc_Short_Old","Traders_Swap_Long_Old","Traders_Swap_Short_Old","Traders_Swap_Spread_Old","Traders_M_Money_Long_Old","Traders_M_Money_Short_Old","Traders_M_Money_Spread_Old","Traders_Other_Rept_Long_Old","Traders_Other_Rept_Short_Old","Traders_Other_Rept_Spread_Old","Traders_Tot_Rept_Long_Old","Traders_Tot_Rept_Short_Old","Traders_Tot_Other","Traders_Prod_Merc_Long_Other","Traders_Prod_Merc_Short_Other","Traders_Swap_Long_Other","Traders_Swap_Short_Other","Traders_Swap_Spread_Other","Traders_M_Money_Long_Other","Traders_M_Money_Short_Other","Traders_M_Money_Spread_Other","Traders_Other_Rept_Long_Other","Traders_Other_Rept_Short_Other","Traders_Other_Rept_Spread_Other","Traders_Tot_Rept_Long_Other","Traders_Tot_Rept_Short_Other","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Conc_Gross_LE_4_TDR_Long_Old","Conc_Gross_LE_4_TDR_Short_Old","Conc_Gross_LE_8_TDR_Long_Old","Conc_Gross_LE_8_TDR_Short_Old","Conc_Net_LE_4_TDR_Long_Old","Conc_Net_LE_4_TDR_Short_Old","Conc_Net_LE_8_TDR_Long_Old","Conc_Net_LE_8_TDR_Short_Old","Conc_Gross_LE_4_TDR_Long_Other","Conc_Gross_LE_4_TDR_Short_Other","Conc_Gross_LE_8_TDR_Long_Other","Conc_Gross_LE_8_TDR_Short_Other","Conc_Net_LE_4_TDR_Long_Other","Conc_Net_LE_4_TDR_Short_Other","Conc_Net_LE_8_TDR_Long_Other","Conc_Net_LE_8_TDR_Short_Other","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"WTI  HOUSTON ARGUS/WTI TR MO - NEW YORK MERCANTILE EXCHANGE",260324,2026-03-24,0676A5,NYME,01,067 ,  464463,  438878,  336466,    2072,   30613,    2800,       0,   18960,    7705,    1762,   45319,    5675,  458892,  447538,    5571,   16925,  464463,  438878,  336466,    2072,   30613,    2800,       0,   18960,    7705,    1762,   45319,    5675,  458892,  447538,    5571,   16925,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    2979,   -3249,    7009,    2072,   -2105,    -472,       0,   -6835,    2540,    -920,    -830,     284,     255,    -409,    2724,    3388,  100.0,   94.5,   72.4,    0.4,    6.6,    0.6,    0.0,    4.1,    1.7,    0.4,    9.8,    1.2,   98.8,   96.4,    1.2,    3.6,  100.0,   94.5,   72.4,    0.4,    6.6,    0.6,    0.0,    4.1,    1.7,    0.4,    9.8,    1.2,   98.8,   96.4,    1.2,    3.6,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     46,     26,     27,.,      4,.,      0,.,.,.,.,.,     31,     39,     46,     26,     27,.,      4,.,      0,.,.,.,.,.,     31,     39,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    49.2,    47.7,    75.0,    65.2,    48.4,    40.2,    66.4,    54.1,    49.2,    47.7,    75.0,    65.2,    48.4,    40.2,    66.4,    54.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 1,000 BARRELS)","0676A5","NYME","067 ","N10","FutOnly"
"WTI  HOUSTON ARGUS/WTI TR MO - NEW YORK MERCANTILE EXCHANGE",260317,2026-03-17,0676A5,NYME,01,067 ,  461484,  442127,  329457,       0,   32718,    3272,       0,   25795,    5165,    2682,   46149,    5391,  458637,  447947,    2847,   13537,  461484,  442127,  329457,       0,   32718,    3272,       0,   25795,    5165,    2682,   46149,    5391,  458637,  447947,    2847,   13537,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   16103,   16510,    7410,       0,    1488,    -623,       0,    4875,    -100,      90,    2040,     106,   15983,   15196,     120,     907,  100.0,   95.8,   71.4,    0.0,    7.1,    0.7,    0.0,    5.6,    1.1,    0.6,   10.0,    1.2,   99.4,   97.1,    0.6,    2.9,  100.0,   95.8,   71.4,    0.0,    7.1,    0.7,    0.0,    5.6,    1.1,    0.6,   10.0,    1.2,   99.4,   97.1,    0.6,    2.9,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     43,     23,     25,      0,      5,.,      0,.,.,.,.,      4,     29,     37,     43,     23,     25,      0,      5,.,      0,.,.,.,.,      4,     29,     37,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    49.9,    47.3,    74.7,    64.9,    48.8,    40.2,    67.4,    54.5,    49.9,    47.3,    74.7,    64.9,    48.8,    40.2,    67.4,    54.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 1,000 BARRELS)","0676A5","NYME","067 ","N10","FutOnly"
"WTI  HOUSTON ARGUS/WTI TR MO - NEW YORK MERCANTILE EXCHANGE",260310,2026-03-10,0676A5,NYME,01,067 ,  445381,  425617,  322047,       0,   31230,    3895,       0,   20920,    5265,    2592,   44109,    5285,  442654,  432751,    2727,   12630,  445381,  425617,  322047,       0,   31230,    3895,       0,   20920,    5265,    2592,   44109,    5285,  442654,  432751,    2727,   12630,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  -11400,    9329,  -11511,       0,    6012,    -953,  -10625,     700,   -4897,    -831,    4742,   -1828,   -9805,   -7735,   -1595,   -3665,  100.0,   95.6,   72.3,    0.0,    7.0,    0.9,    0.0,    4.7,    1.2,    0.6,    9.9,    1.2,   99.4,   97.2,    0.6,    2.8,  100.0,   95.6,   72.3,    0.0,    7.0,    0.9,    0.0,    4.7,    1.2,    0.6,    9.9,    1.2,   99.4,   97.2,    0.6,    2.8,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     43,     24,     25,      0,      5,.,      0,.,.,.,.,.,     30,     36,     43,     24,     25,      0,      5,.,      0,.,.,.,.,.,     30,     36,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    49.9,    47.8,    73.3,    64.5,    47.7,    39.4,    64.0,    53.3,    49.9,    47.8,    73.3,    64.5,    47.7,    39.4,    64.0,    53.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 1,000 BARRELS)","0676A5","NYME","067 ","N10","FutOnly"
"WTI  HOUSTON ARGUS/WTI TR MO - NEW YORK MERCANTILE EXCHANGE",260303,2026-03-03,0676A5,NYME,01,067 ,  456781,  416288,  333558,       0,   25218,    4848,   10625,   20220,   10162,    3423,   39367,    7113,  452459,  440486,    4322,   16295,  456781,  416288,  333558,       0,   25218,    4848,   10625,   20220,   10162,    3423,   39367,    7113,  452459,  440486,    4322,   16295,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  -36061,  -20098,  -35241,       0,  -10659,     301,    1100,    3265,   -4163,   -2388,   12041,   -6566,  -31814,  -41022,   -4247,    4961,  100.0,   91.1,   73.0,    0.0,    5.5,    1.1,    2.3,    4.4,    2.2,    0.7,    8.6,    1.6,   99.1,   96.4,    0.9,    3.6,  100.0,   91.1,   73.0,    0.0,    5.5,    1.1,    2.3,    4.4,    2.2,    0.7,    8.6,    1.6,   99.1,   96.4,    0.9,    3.6,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     44,     23,     28,      0,      4,.,.,.,.,.,.,      4,     31,     40,     44,     23,     28,      0,      4,.,.,.,.,.,.,      4,     31,     40,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    48.5,    44.2,    71.0,    61.3,    47.0,    36.8,    61.4,    53.1,    48.5,    44.2,    71.0,    61.3,    47.0,    36.8,    61.4,    53.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 1,000 BARRELS)","0676A5","NYME","067 ","N10","FutOnly"
"WTI  HOUSTON ARGUS/WTI TR MO - NEW YORK MERCANTILE EXCHANGE",260224,2026-02-24,0676A5,NYME,01,067 ,  492842,  436386,  368799,       0,   35877,    4547,    9525,   16955,   14325,    5811,   27326,   13679,  484273,  481508,    8569,   11334,  492842,  436386,  368799,       0,   35877,    4547,    9525,   16955,   14325,    5811,   27326,   13679,  484273,  481508,    8569,   11334,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   12892,   21904,     257,       0,    1472,    1448,   -8040,    3370,    1800,     550,    9396,   -5580,   12082,   12163,     810,     729,  100.0,   88.5,   74.8,    0.0,    7.3,    0.9,    1.9,    3.4,    2.9,    1.2,    5.5,    2.8,   98.3,   97.7,    1.7,    2.3,  100.0,   88.5,   74.8,    0.0,    7.3,    0.9,    1.9,    3.4,    2.9,    1.2,    5.5,    2.8,   98.3,   97.7,    1.7,    2.3,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     48,     25,     27,      0,      6,.,.,.,.,.,.,      5,     35,     41,     48,     25,     27,      0,      6,.,.,.,.,.,.,      5,     35,     41,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    49.9,    43.2,    71.6,    58.9,    48.1,    37.4,    65.0,    51.0,    49.9,    43.2,    71.6,    58.9,    48.1,    37.4,    65.0,    51.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 1,000 BARRELS)","0676A5","NYME","067 ","N10","FutOnly"
"WTI  HOUSTON ARGUS/WTI TR MO - NEW YORK MERCANTILE EXCHANGE",260217,2026-02-17,0676A5,NYME,01,067 ,  479950,  414482,  368542,       0,   34405,    3099,   17565,   13585,   12525,    5261,   17930,   19259,  472191,  469345,    7759,   10605,  479950,  414482,  368542,       0,   34405,    3099,   17565,   13585,   12525,    5261,   17930,   19259,  472191,  469345,    7759,   10605,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    4192,    2321,   -1158,       0,    2660,    -180,       0,     990,    -380,    2395,    1399,     -50,    4106,    3281,      86,     911,  100.0,   86.4,   76.8,    0.0,    7.2,    0.6,    3.7,    2.8,    2.6,    1.1,    3.7,    4.0,   98.4,   97.8,    1.6,    2.2,  100.0,   86.4,   76.8,    0.0,    7.2,    0.6,    3.7,    2.8,    2.6,    1.1,    3.7,    4.0,   98.4,   97.8,    1.6,    2.2,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     51,     26,     28,      0,      6,.,.,.,.,.,.,      5,     37,     42,     51,     26,     28,      0,      6,.,.,.,.,.,.,      5,     37,     42,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    51.5,    44.8,    70.7,    60.1,    49.6,    38.7,    65.4,    51.2,    51.5,    44.8,    70.7,    60.1,    49.6,    38.7,    65.4,    51.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 1,000 BARRELS)","0676A5","NYME","067 ","N10","FutOnly"
"WTI  HOUSTON ARGUS/WTI TR MO - NEW YORK MERCANTILE EXCHANGE",260210,2026-02-10,0676A5,NYME,01,067 ,  475758,  412161,  369700,       0,   31745,    3279,   17565,   12595,   12905,    2866,   16531,   19309,  468085,  466064,    7673,    9694,  475758,  412161,  369700,       0,   31745,    3279,   17565,   12595,   12905,    2866,   16531,   19309,  468085,  466064,    7673,    9694,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   12819,   11461,    9651,       0,   -3820,      40,   -1225,    -450,     300,   -1488,    2108,    3460,   12548,   11289,     271,    1530,  100.0,   86.6,   77.7,    0.0,    6.7,    0.7,    3.7,    2.6,    2.7,    0.6,    3.5,    4.1,   98.4,   98.0,    1.6,    2.0,  100.0,   86.6,   77.7,    0.0,    6.7,    0.7,    3.7,    2.6,    2.7,    0.6,    3.5,    4.1,   98.4,   98.0,    1.6,    2.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     52,     26,     28,      0,      6,.,.,.,.,.,.,      5,     38,     43,     52,     26,     28,      0,      6,.,.,.,.,.,.,      5,     38,     43,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    51.7,    46.9,    70.1,    62.5,    50.6,    40.2,    64.4,    53.1,    51.7,    46.9,    70.1,    62.5,    50.6,    40.2,    64.4,    53.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 1,000 BARRELS)","0676A5","NYME","067 ","N10","FutOnly"
"WTI  HOUSTON ARGUS/WTI TR MO - NEW YORK MERCANTILE EXCHANGE",260203,2026-02-03,0676A5,NYME,01,067 ,  462939,  400700,  360049,       0,   35565,    3239,   18790,   13045,   12605,    4354,   14423,   15849,  455537,  454775,    7402,    8164,  462939,  400700,  360049,       0,   35565,    3239,   18790,   13045,   12605,    4354,   14423,   15849,  455537,  454775,    7402,    8164,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  -24660,   11139,   -5391,       0,    8159,     842,   -1075,    3150,     800,     298,    3437,   -5100,    6904,    5897,  -31564,  -30557,  100.0,   86.6,   77.8,    0.0,    7.7,    0.7,    4.1,    2.8,    2.7,    0.9,    3.1,    3.4,   98.4,   98.2,    1.6,    1.8,  100.0,   86.6,   77.8,    0.0,    7.7,    0.7,    4.1,    2.8,    2.7,    0.9,    3.1,    3.4,   98.4,   98.2,    1.6,    1.8,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     51,     27,     26,      0,      7,      4,.,.,.,.,.,      4,     39,     41,     51,     27,     26,      0,      7,      4,.,.,.,.,.,      4,     39,     41,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    54.6,    50.0,    71.2,    65.3,    53.3,    44.3,    67.4,    57.4,    54.6,    50.0,    71.2,    65.3,    53.3,    44.3,    67.4,    57.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 1,000 BARRELS)","0676A5","NYME","067 ","N10","FutOnly"
"WTI  HOUSTON ARGUS/WTI TR MO - NEW YORK MERCANTILE EXCHANGE",260127,2026-01-27,0676A5,NYME,01,067 ,  487599,  389561,  365440,       0,   27406,    2397,   19865,    9895,   11805,    4056,   10986,   20949,  448633,  448878,   38966,   38721,  487599,  389561,  365440,       0,   27406,    2397,   19865,    9895,   11805,    4056,   10986,   20949,  448633,  448878,   38966,   38721,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   25831,   -4733,   -8223,       0,    1523,   -1295,   -5150,     445,    2830,    -104,   -3093,    3036,   -5416,   -4777,   31247,   30608,  100.0,   79.9,   74.9,    0.0,    5.6,    0.5,    4.1,    2.0,    2.4,    0.8,    2.3,    4.3,   92.0,   92.1,    8.0,    7.9,  100.0,   79.9,   74.9,    0.0,    5.6,    0.5,    4.1,    2.0,    2.4,    0.8,    2.3,    4.3,   92.0,   92.1,    8.0,    7.9,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     49,     27,     24,      0,      6,.,.,.,.,.,.,      4,     38,     38,     49,     27,     24,      0,      6,.,.,.,.,.,.,      4,     38,     38,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    52.3,    47.9,    68.1,    61.7,    49.8,    44.0,    63.0,    55.2,    52.3,    47.9,    68.1,    61.7,    49.8,    44.0,    63.0,    55.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 1,000 BARRELS)","0676A5","NYME","067 ","N10","FutOnly"
"WTI  HOUSTON ARGUS/WTI TR MO - NEW YORK MERCANTILE EXCHANGE",260120,2026-01-20,0676A5,NYME,01,067 ,  461768,  394294,  373663,       0,   25883,    3692,   25015,    9450,    8975,    4160,   14079,   17913,  454049,  453655,    7719,    8113,  461768,  394294,  373663,       0,   25883,    3692,   25015,    9450,    8975,    4160,   14079,   17913,  454049,  453655,    7719,    8113,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   11778,   11471,   12446,       0,   -1599,    1414,   -3100,      60,     140,    -595,   -4335,    1996,   11326,   10122,     452,    1656,  100.0,   85.4,   80.9,    0.0,    5.6,    0.8,    5.4,    2.0,    1.9,    0.9,    3.0,    3.9,   98.3,   98.2,    1.7,    1.8,  100.0,   85.4,   80.9,    0.0,    5.6,    0.8,    5.4,    2.0,    1.9,    0.9,    3.0,    3.9,   98.3,   98.2,    1.7,    1.8,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     49,     27,     27,      0,      6,.,.,.,.,.,.,      4,     38,     41,     49,     27,     27,      0,      6,.,.,.,.,.,.,      4,     38,     41,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    54.2,    50.0,    72.1,    65.6,    50.7,    45.6,    66.7,    58.0,    54.2,    50.0,    72.1,    65.6,    50.7,    45.6,    66.7,    58.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 1,000 BARRELS)","0676A5","NYME","067 ","N10","FutOnly"
"WTI  HOUSTON ARGUS/WTI TR MO - NEW YORK MERCANTILE EXCHANGE",260113,2026-01-13,0676A5,NYME,01,067 ,  449990,  382823,  361217,       0,   27482,    2278,   28115,    9390,    8835,    4755,   18414,   15917,  442723,  443533,    7267,    6457,  449990,  382823,  361217,       0,   27482,    2278,   28115,    9390,    8835,    4755,   18414,   15917,  442723,  443533,    7267,    6457,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   10283,    2620,   13221,    -550,    1950,     345,    3565,     220,    1160,    1461,   -7162,    1050,    9651,   10784,     632,    -501,  100.0,   85.1,   80.3,    0.0,    6.1,    0.5,    6.2,    2.1,    2.0,    1.1,    4.1,    3.5,   98.4,   98.6,    1.6,    1.4,  100.0,   85.1,   80.3,    0.0,    6.1,    0.5,    6.2,    2.1,    2.0,    1.1,    4.1,    3.5,   98.4,   98.6,    1.6,    1.4,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     48,     25,     24,      0,      6,.,.,.,.,.,.,      4,     35,     38,     48,     25,     24,      0,      6,.,.,.,.,.,.,      4,     35,     38,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    54.7,    49.2,    73.1,    66.0,    50.5,    43.9,    64.9,    55.4,    54.7,    49.2,    73.1,    66.0,    50.5,    43.9,    64.9,    55.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 1,000 BARRELS)","0676A5","NYME","067 ","N10","FutOnly"
"WTI  HOUSTON ARGUS/WTI TR MO - NEW YORK MERCANTILE EXCHANGE",260106,2026-01-06,0676A5,NYME,01,067 ,  439707,  380203,  347996,     550,   25532,    1933,   24550,    9170,    7675,    3294,   25576,   14867,  433072,  432749,    6635,    6958,  439707,  380203,  347996,     550,   25532,    1933,   24550,    9170,    7675,    3294,   25576,   14867,  433072,  432749,    6635,    6958,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    9339,    7790,    9395,    -810,    -850,     660,   -1800,    -200,    1800,     110,   -2635,    1469,    9219,    9639,     120,    -300,  100.0,   86.5,   79.1,    0.1,    5.8,    0.4,    5.6,    2.1,    1.7,    0.7,    5.8,    3.4,   98.5,   98.4,    1.5,    1.6,  100.0,   86.5,   79.1,    0.1,    5.8,    0.4,    5.6,    2.1,    1.7,    0.7,    5.8,    3.4,   98.5,   98.4,    1.5,    1.6,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     46,     24,     25,.,      4,.,.,.,.,.,.,      4,     33,     38,     46,     24,     25,.,      4,.,.,.,.,.,.,      4,     33,     38,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    55.5,    48.6,    75.1,    66.2,    52.3,    42.8,    65.0,    54.5,    55.5,    48.6,    75.1,    66.2,    52.3,    42.8,    65.0,    54.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 1,000 BARRELS)","0676A5","NYME","067 ","N10","FutOnly"
